ID	1st	dist	2nd	dist	3rd	dist	4th	dist	5th	dist
"818"	"2646"	0.28101514	"15874"	0.30788329	"7987"	0.31669986	"29606"	0.36760418	"29902"	0.38366205	
"31684"	"11414"	0.38957551	"6996"	0.50997116	"1589"	0.55832914	"20946"	0.55966860	"5303"	0.56463690	
"9703"	"7166"	1.29505553	"7039"	1.40414651	"11685"	1.66232824	"22718"	1.72119134	"27829"	1.73672942	
"30082"	"24931"	0.19633215	"9364"	0.24167540	"14864"	0.26467356	"19330"	0.31913025	"31329"	0.32018595	
"22025"	"8116"	1.11567436	"9227"	1.64115675	"28411"	1.64740946	"1764"	1.67792558	"8009"	1.70618851	
"14319"	"16621"	0.57565090	"13454"	1.08699591	"19683"	1.09459566	"16949"	1.10303282	"24872"	1.18964728	
"26151"	"22670"	1.09917206	"30981"	1.53030942	"12780"	1.63915915	"30339"	1.64131063	"26008"	1.64217015	
"1266"	"7263"	0.07502970	"18540"	0.18239222	"2788"	0.35536334	"5053"	0.39035156	"29001"	0.49290685	
"23669"	"31083"	0.65893269	"19161"	0.74226958	"20706"	0.94770546	"32378"	0.96065366	"26324"	0.97282842	
"11168"	"4514"	0.30092019	"13364"	0.32693249	"7385"	0.41126398	"13565"	0.43434476	"31324"	0.45720841	
"26556"	"5253"	0.25821638	"12572"	0.36367163	"18754"	0.38228462	"31684"	0.45029321	"16680"	0.45682482	
"17150"	"1125"	0.44516422	"18534"	0.47273372	"7666"	0.97435394	"10862"	0.99347280	"18639"	1.05252699	
"8792"	"12892"	0.27615863	"22184"	0.28327868	"28482"	0.31956418	"9364"	0.38153504	"10106"	0.41667558	
"25648"	"2402"	0.30881780	"28411"	0.35995752	"8009"	0.46584900	"1764"	0.59610807	"30292"	0.78432747	
"2935"	"11168"	0.35705462	"31324"	0.46342548	"4514"	0.50014924	"13364"	0.50542946	"20327"	0.55245187	
"26644"	"11986"	0.18743461	"22544"	0.32237454	"3350"	0.43861086	"23902"	0.80157903	"12055"	0.83650901	
"8865"	"26474"	0.34196577	"4942"	0.47095790	"11781"	0.48776080	"6723"	0.55895996	"11382"	0.55909016	
"24113"	"28577"	0.65674065	"26398"	0.91207676	"3347"	0.99968469	"16590"	1.00078564	"3343"	1.01602721	
"30869"	"18540"	0.28830211	"19683"	0.29749547	"13454"	0.33790144	"7263"	0.35239373	"1266"	0.42742344	
"2609"	"8917"	0.16526481	"12171"	0.20536115	"29001"	0.28350189	"14650"	0.33797301	"22055"	0.35273283	
"27352"	"1125"	0.72814810	"18534"	0.79629383	"18639"	0.91628584	"17150"	0.96133525	"32270"	1.00568083	
"25683"	"7965"	0.36323576	"8792"	0.41641311	"9364"	0.43487807	"31329"	0.44967019	"26735"	0.46602865	
"12331"	"26324"	0.53118780	"19161"	0.80623397	"20068"	0.93297713	"16605"	0.96521405	"23669"	1.17049651	
"10487"	"12171"	0.36133392	"22055"	0.38112280	"14650"	0.41386073	"2609"	0.43725700	"8917"	0.50048100	
"6561"	"30339"	0.82082830	"30558"	1.56390238	"18116"	1.75337919	"6393"	1.79683895	"1709"	1.82186145	
"18226"	"28638"	0.44600619	"6094"	0.47136768	"32020"	0.48603168	"24489"	0.51421987	"13276"	0.58468661	
"28425"	"31684"	0.45594017	"11414"	0.84551568	"26556"	0.90623339	"13716"	0.96168381	"6996"	0.96591133	
"16955"	"20706"	0.31633883	"31083"	0.33525837	"24338"	0.36804668	"27973"	0.53329430	"11036"	0.55149332	
"18787"	"30619"	0.57766823	"18540"	0.59014905	"7263"	0.62740057	"29001"	0.63175785	"2609"	0.63908841	
"21307"	"5521"	0.62227639	"8648"	0.91104913	"22473"	1.06106778	"32270"	1.11595380	"16621"	1.12221096	
"16959"	"8433"	0.16248017	"12778"	0.18288422	"801"	0.20200556	"20842"	0.47186511	"22196"	0.56558805	
"16317"	"24180"	0.36943174	"6918"	0.43976071	"12572"	0.55495406	"15674"	0.59553369	"13454"	0.67637287	
"518"	"2935"	0.41643275	"4514"	0.41723620	"13364"	0.42251642	"11168"	0.46226942	"21889"	0.47318117	
"1527"	"15646"	0.43205536	"7151"	0.56746518	"3714"	0.57869325	"27628"	0.67415597	"15380"	0.80661041	
"29740"	"7598"	0.78634941	"11685"	1.00362161	"27829"	1.30352331	"22473"	1.42209041	"9703"	1.48855901	
"24617"	"11154"	0.24359593	"21"	0.37511773	"10407"	0.39373923	"1198"	0.40733628	"31435"	0.40845021	
"6435"	"31023"	0.35086507	"21617"	0.37676747	"11927"	0.39765634	"18995"	0.69345330	"8703"	0.71392091	
"20807"	"11382"	0.50332182	"11781"	0.65342477	"17951"	0.66769450	"31689"	0.68817729	"8865"	0.72190318	
"20918"	"2646"	0.18393285	"4409"	0.21423076	"15874"	0.27103276	"818"	0.30056443	"12681"	0.30063778	
"12647"	"10908"	0.15313286	"12717"	0.28130528	"340"	0.73329154	"7724"	1.10732229	"900"	1.17122661	
"25989"	"17181"	0.40406027	"3714"	0.49334641	"6714"	0.64512590	"15646"	0.70662307	"21254"	0.75882903	
"17501"	"11781"	0.75927057	"11382"	0.77013299	"20807"	0.85300846	"8865"	0.96131709	"18235"	1.06099309	
"28318"	"340"	0.49986689	"23984"	0.70832433	"26880"	0.71403902	"15"	0.85628156	"19756"	0.86122533	
"32535"	"11927"	0.09857273	"16821"	0.27483467	"31023"	0.34873928	"21617"	0.36669997	"24669"	0.47405566	
"28985"	"10804"	0.20812859	"5685"	0.24647040	"19992"	0.26396796	"6772"	0.32068909	"10347"	0.34877297	
"18793"	"21623"	0.22298580	"31987"	0.32468797	"14864"	0.34845528	"9364"	0.35538909	"24617"	0.39320022	
"13546"	"3343"	0.83777666	"13716"	0.83789225	"15674"	0.91347980	"9078"	0.94673219	"12572"	1.02366161	
"30375"	"15442"	0.68098381	"31881"	0.77288282	"18235"	0.99100653	"11781"	1.01560755	"26111"	1.01665946	
"22680"	"10910"	0.34527341	"3056"	0.38973359	"1891"	0.48477422	"21776"	0.50733716	"21059"	0.52000739	
"13220"	"9734"	1.10101912	"8581"	1.25546070	"27467"	1.43075441	"28577"	1.47127940	"2564"	1.55003036	
"588"	"4514"	0.27130046	"13364"	0.41986639	"21889"	0.45083430	"10129"	0.47946369	"7385"	0.48434884	
"18126"	"6723"	0.52190649	"21059"	0.59371229	"3056"	0.59762915	"9938"	0.63668248	"22680"	0.66610076	
"32457"	"13090"	1.09681528	"15541"	1.18659301	"7129"	1.22397944	"26474"	1.36746359	"4942"	1.46686863	
"28101"	"18279"	0.45627154	"9138"	0.52727912	"21396"	0.57628935	"572"	0.61475947	"16125"	0.62423729	
"25996"	"7494"	0.63020669	"18235"	0.64627297	"22934"	0.75120373	"17822"	0.78642663	"29286"	0.85467991	
"27314"	"16276"	0.32171190	"23074"	0.64524168	"32213"	0.68708743	"5430"	0.71575244	"7029"	0.86959965	
"11765"	"15878"	0.43818157	"15"	0.78660219	"26880"	0.92660035	"21207"	0.96438314	"19756"	1.08778192	
"27947"	"8865"	0.19538106	"26474"	0.53734684	"4942"	0.54347078	"11781"	0.55448663	"9938"	0.57536287	
"4840"	"8648"	0.20506257	"15595"	0.51250602	"32270"	0.66585421	"4603"	0.72409586	"11995"	0.76213740	
"9011"	"26556"	0.23323547	"6996"	0.28658735	"31754"	0.31321619	"5303"	0.33396242	"31684"	0.35699808	
"21318"	"19906"	0.23569055	"17290"	0.50645345	"4617"	0.54126572	"32213"	0.59091717	"14745"	0.65489584	
"31250"	"17702"	0.19030677	"21407"	0.20999746	"24514"	0.31133883	"14264"	0.32017824	"15151"	0.33913486	
"18632"	"26761"	0.31927467	"9091"	0.61068568	"20122"	0.61097892	"15860"	0.62994491	"5961"	0.66140833	
"16836"	"11441"	0.86545951	"27467"	0.88364125	"5157"	0.96251657	"22468"	1.10530028	"25811"	1.17808146	
"1944"	"9533"	0.26351212	"31925"	0.57857796	"5962"	0.60990164	"27193"	0.63016946	"22006"	0.67169597	
"30980"	"24617"	0.53415501	"31435"	0.53832244	"9205"	0.56402973	"21"	0.58643453	"19477"	0.62197355	
"3844"	"2402"	0.55943379	"25648"	0.86825160	"8009"	1.00444341	"28411"	1.03569134	"1764"	1.20319376	
"2825"	"340"	0.85644403	"12717"	0.94446253	"12647"	1.11765971	"28318"	1.15320517	"7724"	1.18659312	
"28155"	"7707"	0.29047829	"26735"	0.34378214	"29563"	0.36102179	"11233"	0.40501167	"19330"	0.49660224	
"16251"	"6772"	0.30301518	"5685"	0.37435452	"28985"	0.56890975	"19164"	0.57583102	"4244"	0.57794980	
"10788"	"24113"	0.85880990	"3343"	0.85945249	"19244"	1.04045689	"27467"	1.09351990	"28577"	1.09497477	
"28586"	"19477"	0.21771679	"9205"	0.30305787	"27973"	0.31694594	"10407"	0.45292800	"11036"	0.49356597	
"1022"	"5550"	0.22128891	"25275"	0.26599582	"7533"	0.36895853	"31083"	0.42369971	"22934"	0.56097458	
"7583"	"6393"	0.61819259	"30558"	1.04226164	"6094"	1.05056970	"16009"	1.14958087	"28638"	1.17561357	
"21941"	"1491"	0.34851662	"27973"	0.36111712	"8184"	0.36859373	"900"	0.39738396	"11036"	0.42383195	
"7217"	"30292"	0.12884848	"8009"	0.33115932	"28411"	0.38210317	"1764"	0.59774090	"8116"	0.60614597	
"10179"	"2646"	0.07148530	"12681"	0.10862653	"24514"	0.17288698	"12510"	0.18054981	"6970"	0.19441755	
"5561"	"22670"	0.34442786	"26151"	1.20620147	"1709"	1.30759822	"2653"	1.32477158	"4426"	1.36574595	
"25611"	"20068"	0.32896118	"26324"	0.62165452	"12479"	0.69245512	"24338"	0.75285309	"15100"	0.78097358	
"4675"	"29352"	0.33102515	"18110"	0.36197831	"18533"	0.47905501	"22680"	0.63454312	"1891"	0.64761467	
"26290"	"12717"	0.22635926	"12647"	0.23223347	"10908"	0.37246244	"340"	0.64729530	"2825"	0.89833013	
"10577"	"29114"	0.67898058	"1542"	0.73275405	"28947"	0.75643941	"1198"	0.83635634	"16125"	0.86733087	
"11956"	"6723"	0.86272798	"21059"	0.92399637	"17501"	0.97092166	"4942"	0.98312205	"13329"	0.98512714	
"20121"	"14292"	1.22134544	"4644"	1.29241002	"26553"	1.31100680	"15595"	1.39689683	"9227"	1.45035457	
"3088"	"24669"	0.50702779	"21617"	0.58631689	"11927"	0.62022253	"647"	0.62136047	"31023"	0.65486397	
"703"	"13364"	0.15203262	"11168"	0.27694068	"4514"	0.27986648	"21889"	0.29648483	"518"	0.33917490	
"31726"	"7666"	0.29229826	"18534"	0.66058515	"1125"	0.88191910	"31679"	1.06759677	"17150"	1.13331887	
"18656"	"10487"	0.42321900	"8917"	0.48542526	"6996"	0.51679681	"12171"	0.52884278	"5303"	0.56205715	
"24977"	"900"	0.23788256	"11036"	0.31589359	"14000"	0.35464451	"1871"	0.35606953	"27973"	0.43765365	
"28492"	"20918"	0.21088663	"12681"	0.24359730	"10106"	0.25411423	"4097"	0.25678919	"2646"	0.28073853	
"24114"	"12510"	0.17288536	"25668"	0.17798748	"3476"	0.27452248	"18839"	0.28335551	"10179"	0.29005244	
"31279"	"21396"	0.35095097	"28101"	0.35867172	"16125"	0.45369342	"21623"	0.45877951	"18279"	0.46744536	
"1411"	"3343"	0.47800483	"10788"	0.64208877	"19244"	0.79768071	"24113"	0.79866349	"28577"	0.88736761	
"28856"	"5303"	0.00881897	"6996"	0.06595336	"31754"	0.17140194	"16680"	0.18381592	"18754"	0.23172470	
"27645"	"23382"	0.50897227	"23984"	0.61544298	"30955"	0.85315769	"28318"	0.95148940	"340"	1.08784258	
"24766"	"9533"	0.20457470	"31925"	0.24382446	"1944"	0.33475350	"5962"	0.47034120	"22006"	0.47321214	
"12035"	"15154"	0.37746416	"29052"	0.43057274	"15555"	0.45255752	"16899"	0.49067365	"6094"	0.49832204	
"1345"	"6094"	0.45251376	"1971"	0.55870782	"13276"	0.59693870	"28638"	0.60228579	"20750"	0.62026034	
"11638"	"22670"	0.50731671	"5561"	0.85174458	"26151"	1.19552988	"12780"	1.25337637	"26008"	1.47561074	
"8743"	"21207"	1.14605684	"23003"	1.36622714	"1784"	1.43325853	"32099"	1.46046451	"28488"	1.46751634	
"27159"	"15452"	0.17386167	"5955"	0.17910678	"13491"	0.24241300	"21019"	0.29062850	"15583"	0.40498662	
"11573"	"31925"	0.43587639	"9533"	0.50437220	"24766"	0.54456334	"22006"	0.56028692	"27193"	0.57413409	
"9723"	"13758"	0.27372430	"2321"	0.32461690	"7545"	0.49931699	"25600"	0.53030720	"5707"	0.58028399	
"24240"	"20078"	0.23415257	"12510"	0.32324574	"8792"	0.34657049	"30752"	0.35116001	"28492"	0.37025850	
"26976"	"1198"	0.21164174	"28947"	0.41799822	"24617"	0.45119763	"11217"	0.45161481	"29286"	0.48259645	
"14621"	"17158"	0.45082517	"7291"	0.77429403	"11986"	1.16748390	"31509"	1.18994622	"29495"	1.20561512	
"23296"	"8607"	0.51122354	"21059"	0.78359452	"21336"	0.88295834	"6723"	0.91146771	"10910"	0.92145423	
"3323"	"21407"	0.12040971	"14264"	0.21074145	"5571"	0.26683787	"31250"	0.30029633	"24514"	0.30394286	
"7024"	"28947"	0.29357782	"31987"	0.49964239	"31435"	0.56284191	"25275"	0.59472654	"21623"	0.60134456	
"30455"	"28411"	0.57251905	"8009"	0.60376698	"7217"	0.62728696	"30292"	0.75613545	"1764"	0.80501663	
"24009"	"7494"	1.30893874	"18235"	1.46423380	"25875"	1.47209221	"21825"	1.50377613	"25996"	1.52298366	
"26144"	"22499"	0.49295446	"24931"	0.53617405	"19330"	0.54540051	"8644"	0.54733957	"30082"	0.57046683	
"13337"	"18126"	0.49083807	"22680"	0.64004386	"21059"	0.64984717	"6723"	0.74242493	"19161"	0.76794232	
"18956"	"18126"	0.35291384	"27947"	0.36242811	"8865"	0.45576836	"6723"	0.45753899	"11781"	0.70528490	
"25499"	"22680"	0.17008010	"18110"	0.37943733	"4675"	0.46446302	"1891"	0.46854028	"17951"	0.48325485	
"28358"	"7385"	0.63789677	"13758"	0.72433656	"5504"	0.74277344	"13364"	0.74962552	"32313"	0.84078761	
"12295"	"10349"	0.35279984	"4741"	0.35691208	"28325"	0.35855064	"13276"	0.50510226	"32020"	0.54253271	
"2883"	"23984"	0.24457750	"27645"	0.46071724	"30955"	0.47463222	"23382"	0.54949442	"28318"	0.62525297	
"19972"	"9983"	0.56539377	"15671"	0.63463969	"1784"	0.64697723	"23003"	0.65458939	"28127"	0.65806879	
"23797"	"14264"	0.12957525	"3323"	0.26539879	"3476"	0.27121811	"21407"	0.30267870	"20406"	0.32150408	
"2725"	"12055"	0.26757283	"30689"	0.82161481	"26644"	0.83879841	"7029"	0.89772197	"12475"	0.92684328	
"9591"	"7666"	0.77041070	"31726"	0.91001541	"29196"	0.95583031	"31679"	0.95758135	"17150"	1.02330346	
"19612"	"11467"	0.76614953	"3848"	0.90750383	"9609"	0.95476327	"21644"	1.14665665	"23902"	1.16699959	
"24027"	"20084"	0.15850801	"23584"	0.29176612	"7987"	0.31716085	"20918"	0.32694158	"3039"	0.34574980	
"29264"	"19161"	0.38105717	"23669"	0.54520107	"26324"	0.79275477	"25875"	0.85060914	"25370"	0.91088772	
"15181"	"3341"	1.03888620	"16237"	1.07469349	"4244"	1.08140406	"18226"	1.13306271	"7751"	1.23052362	
"18096"	"11441"	0.37565627	"5955"	0.57127014	"9734"	0.62629920	"13491"	0.63457637	"27159"	0.71338226	
"23504"	"12647"	1.07503141	"22670"	1.13159994	"26290"	1.14288132	"5561"	1.16708075	"10908"	1.22816427	
"27358"	"26290"	0.58087574	"12717"	0.62700814	"340"	0.77118145	"12647"	0.80020532	"2825"	0.88888295	
"29007"	"14621"	1.09914381	"17158"	1.18530494	"13027"	1.47706821	"7291"	1.51577327	"28936"	1.89943343	
"1799"	"20671"	0.20901770	"7987"	0.26107309	"23999"	0.27678113	"3793"	0.27773401	"4409"	0.28414855	
"16045"	"16276"	0.54327774	"27314"	0.76508676	"5430"	0.81149349	"10000"	0.82142199	"3601"	0.85446079	
"11184"	"18793"	0.28022408	"1491"	0.42076599	"18279"	0.42809588	"21623"	0.45453566	"19477"	0.45755045	
"26975"	"20918"	0.10137139	"2646"	0.12337779	"10179"	0.19486309	"28492"	0.19817707	"24114"	0.23217565	
"25726"	"801"	0.40816208	"8433"	0.55362354	"16959"	0.58277038	"22196"	0.64310435	"20842"	0.68551630	
"3743"	"21254"	0.40862883	"32216"	0.42223592	"27892"	0.57515790	"27973"	0.61860545	"10079"	0.66654747	
"22734"	"4741"	0.36640778	"28325"	0.43298280	"28898"	0.54704142	"12295"	0.58633357	"20126"	0.66757482	
"7505"	"31713"	0.67263314	"22006"	0.73684912	"5962"	0.77410642	"26064"	0.94263782	"23902"	1.00161316	
"2391"	"9938"	1.21278012	"4426"	1.29837804	"26897"	1.32404748	"3963"	1.33874116	"18126"	1.33925852	
"29843"	"7505"	0.58366958	"31713"	0.75458652	"2953"	0.87461019	"26064"	0.88005667	"23902"	0.93903202	
"5013"	"6561"	0.63489052	"30339"	1.06811627	"30558"	1.25879512	"6393"	1.63226342	"9326"	1.69477756	
"20637"	"8433"	0.85199862	"25726"	0.98236245	"16959"	0.99223645	"12778"	1.06780368	"801"	1.08429481	
"5534"	"8876"	0.33201579	"12475"	0.39917479	"10941"	0.40783801	"10000"	0.46679237	"25888"	0.47942292	
"641"	"8433"	0.40050399	"25726"	0.41954393	"16959"	0.56298416	"20842"	0.57172690	"801"	0.65504253	
"16625"	"32535"	0.88839689	"16821"	0.92997519	"11927"	0.96656146	"28787"	1.01217331	"21617"	1.01484760	
"2752"	"7726"	0.62975183	"1869"	0.67678715	"27892"	0.74730260	"17184"	0.75281001	"21538"	0.81677331	
"9025"	"25499"	0.15687877	"22680"	0.27216435	"1891"	0.36645602	"10910"	0.43858506	"6723"	0.45000983	
"13407"	"24617"	0.20924802	"1198"	0.30012907	"18793"	0.34833576	"21623"	0.35214348	"31435"	0.36358574	
"18726"	"25398"	0.63155022	"21538"	0.84262140	"26349"	0.91630628	"20084"	0.93259469	"21632"	0.94828401	
"25722"	"12510"	0.09955079	"10179"	0.17051156	"18839"	0.18086146	"21407"	0.18225559	"24514"	0.21680266	
"6441"	"25240"	0.43313680	"9081"	0.71349410	"4774"	0.71414701	"5685"	0.82449023	"19164"	0.89295973	
"14648"	"5253"	0.35941794	"18754"	0.44560425	"26556"	0.48692629	"12572"	0.50229860	"9011"	0.58682843	
"14288"	"20084"	0.36699530	"24027"	0.49810606	"7987"	0.59999282	"15874"	0.60164628	"3039"	0.60848171	
"23393"	"25888"	0.28661644	"26948"	0.45036355	"7064"	0.47684420	"8876"	0.67694595	"10000"	0.73665043	
"22787"	"7751"	0.16966019	"3341"	0.43750233	"17674"	0.49986351	"16237"	0.51096248	"25600"	0.51637854	
"26499"	"23999"	0.59621935	"2096"	0.60668054	"26379"	0.63807975	"23529"	0.66035695	"21753"	0.66774249	
"28262"	"6723"	0.39374506	"26474"	0.42532577	"9025"	0.44789244	"21059"	0.46866073	"10910"	0.57288665	
"30368"	"588"	0.22459874	"4514"	0.43549007	"13364"	0.56332392	"16251"	0.58772588	"7252"	0.59451671	
"17552"	"1784"	0.12440877	"23003"	0.15941820	"28127"	0.17044582	"15671"	0.24585654	"21207"	0.27191028	
"16650"	"11994"	0.28808521	"10577"	0.64086085	"1022"	0.68275891	"7533"	0.68592413	"29114"	0.78785690	
"5441"	"18656"	0.58817719	"30619"	0.64336290	"10487"	0.70255953	"25495"	0.85479999	"14650"	0.87349788	
"15276"	"28586"	0.26732330	"19477"	0.33119394	"10407"	0.36338839	"27973"	0.36785236	"9205"	0.38913776	
"8090"	"12639"	1.11708208	"16621"	1.12608597	"19683"	1.16150397	"26553"	1.18957985	"14319"	1.25609963	
"1268"	"26474"	0.27492904	"28262"	0.38942385	"25499"	0.39732479	"9025"	0.44452764	"17951"	0.45530133	
"20232"	"7726"	0.66252665	"1869"	0.66591990	"21815"	0.77800726	"27892"	0.83031290	"2752"	0.95813126	
"17196"	"9011"	0.25654511	"31754"	0.43768388	"16317"	0.44061944	"26556"	0.48978058	"12572"	0.50545850	
"4465"	"31905"	0.86233372	"32352"	1.07296314	"25398"	1.07928293	"23779"	1.25183310	"22787"	1.25997713	
"9042"	"19477"	0.44431487	"28586"	0.46263601	"15276"	0.55147709	"29286"	0.56897813	"31279"	0.60379983	
"18579"	"10118"	0.68652896	"22006"	0.71658620	"28787"	0.77758730	"13491"	0.78944185	"5962"	0.80863802	
"5259"	"6772"	0.22038573	"28985"	0.23338252	"10347"	0.29277282	"4632"	0.29367150	"10804"	0.30817778	
"3069"	"16959"	0.34267065	"8433"	0.40953998	"12778"	0.41731943	"641"	0.44157878	"25726"	0.46136500	
"13657"	"20030"	0.46479284	"3343"	0.70677945	"19244"	0.74492670	"26398"	0.78492767	"28856"	0.84698728	
"11336"	"21207"	0.19597911	"17552"	0.23251524	"6970"	0.23282267	"28127"	0.23930044	"29606"	0.24783320	
"26921"	"6209"	0.30450862	"1088"	0.36328162	"2321"	0.45708605	"22614"	0.48821165	"25772"	0.49817361	
"8288"	"15060"	0.94834488	"14124"	1.23489647	"28358"	1.30114542	"13758"	1.30547725	"4974"	1.36530544	
"738"	"21825"	0.23295114	"25875"	0.48698151	"7494"	0.61789197	"18235"	0.73505879	"11781"	0.74558554	
"27475"	"15671"	0.11256195	"15151"	0.23941437	"24514"	0.23981314	"7578"	0.24955511	"6970"	0.25607025	
"10659"	"18279"	0.08267725	"16125"	0.39900574	"11184"	0.40021315	"572"	0.41996290	"28101"	0.42931317	
"20127"	"17552"	0.13806641	"1784"	0.16043437	"23003"	0.16804654	"28127"	0.25371772	"3476"	0.26574731	
"17407"	"25683"	0.28938492	"8792"	0.35193211	"28482"	0.40539216	"9364"	0.41523744	"19330"	0.44757824	
"11992"	"16899"	0.44877304	"15154"	0.50718801	"31769"	0.71069386	"31840"	0.71971599	"12035"	0.72138687	
"5921"	"3343"	0.52371824	"26398"	0.64412489	"14648"	0.64833023	"26556"	0.65994918	"31684"	0.73864335	
"13663"	"18096"	0.23112470	"11441"	0.40523406	"13491"	0.56798417	"9734"	0.58460370	"15452"	0.63365898	
"20091"	"21776"	0.29561432	"1268"	0.34903089	"18110"	0.35547487	"17951"	0.43533081	"18533"	0.47766757	
"16589"	"25996"	0.13492621	"18235"	0.59996851	"22934"	0.66589456	"7494"	0.76513290	"17822"	0.81931203	
"21009"	"13454"	0.27947822	"19683"	0.41704620	"16949"	0.42548336	"2788"	0.54384773	"29001"	0.61272605	
"23229"	"1869"	0.42779171	"2752"	0.58282665	"7726"	0.68984756	"20232"	0.70539738	"27892"	0.73662294	
"15504"	"7666"	0.76217144	"31726"	0.89451038	"11698"	0.93936760	"18534"	1.02086928	"9533"	1.17822063	
"12244"	"32213"	0.27951880	"3601"	0.36280153	"21318"	0.53057644	"6173"	0.55184714	"9540"	0.57092515	
"218"	"9205"	0.35886435	"10407"	0.38146526	"19477"	0.39494708	"28586"	0.53047210	"13407"	0.53855921	
"118"	"27645"	0.43914019	"2883"	0.55167891	"23984"	0.64058287	"28318"	0.64500262	"23382"	0.81545905	
"31682"	"21753"	0.69592408	"29902"	0.92239944	"2096"	0.93257902	"32099"	1.01859579	"11956"	1.06236126	
"3436"	"8184"	0.26567529	"11036"	0.31383843	"572"	0.32294939	"16125"	0.33242720	"14000"	0.34774353	
"13331"	"3601"	0.82683692	"12244"	1.13484393	"16276"	1.24385900	"16045"	1.26683736	"25132"	1.28379344	
"22858"	"20946"	0.55608408	"5961"	0.67655353	"7166"	0.76664440	"1589"	0.88294975	"11414"	0.99595637	
"23642"	"7494"	0.55075555	"18235"	0.57190126	"17822"	0.57820908	"738"	0.58156337	"22934"	0.73162654	
"27763"	"7385"	0.37146776	"16251"	0.49919374	"588"	0.53411575	"13364"	0.56409806	"4931"	0.59618497	
"19353"	"31713"	0.63519126	"3350"	0.64145775	"26064"	0.76786013	"25973"	0.76789260	"23902"	0.82683548	
"24075"	"17184"	0.78843550	"3743"	0.83326642	"16955"	0.85159436	"31881"	0.90927195	"32216"	0.92673521	
"26972"	"9364"	0.05128618	"11233"	0.17164282	"7707"	0.17892849	"26735"	0.25506272	"30082"	0.29296158	
"19508"	"118"	0.79871777	"27645"	0.81067682	"9921"	0.92405691	"2883"	0.92988386	"11382"	1.13247089	
"25251"	"20078"	0.13402314	"12510"	0.19196439	"24240"	0.23484238	"24114"	0.28908805	"25722"	0.29151518	
"728"	"12171"	0.15114324	"8917"	0.29029032	"25495"	0.32461687	"2609"	0.32910713	"10487"	0.41427231	
"13271"	"31435"	0.23697037	"24617"	0.31820130	"13407"	0.32486305	"11154"	0.40805574	"30980"	0.47173601	
"27848"	"13716"	0.45992742	"18540"	0.46945763	"7263"	0.49908142	"12572"	0.50161306	"1266"	0.52609252	
"20605"	"5253"	0.13958137	"26556"	0.17573802	"9011"	0.27564016	"12572"	0.29704640	"18754"	0.34305665	
"29425"	"21538"	0.26187294	"8644"	0.30442814	"24027"	0.42204640	"31083"	0.42460497	"10106"	0.48452327	
"5482"	"10375"	1.24507817	"27829"	1.45872713	"9703"	1.79410655	"29409"	1.80803376	"7039"	1.81853147	
"10052"	"14248"	1.10365553	"25875"	1.16231006	"26648"	1.17731486	"28325"	1.18604104	"4741"	1.21179974	
"25596"	"25875"	0.59613641	"738"	0.67603251	"29264"	0.70512970	"17822"	0.70898425	"21825"	0.72986114	
"31473"	"3341"	0.30155630	"22787"	0.30361440	"7751"	0.43893955	"10349"	0.45420017	"17674"	0.48342859	
"10260"	"16959"	0.08243761	"12778"	0.14231373	"8433"	0.16223433	"801"	0.17436246	"3069"	0.38429194	
"38"	"5962"	0.80183710	"31925"	0.87954334	"31713"	0.93741248	"24766"	0.96448600	"7505"	1.02569631	
"31572"	"25811"	0.37266192	"11441"	0.42251246	"22468"	0.44933836	"31260"	0.54737801	"13491"	0.60406853	
"4721"	"27467"	0.84525099	"5157"	0.91333014	"13220"	1.05151560	"14575"	1.25308841	"9734"	1.43830492	
"1571"	"22718"	0.95400060	"21699"	1.08662757	"22473"	1.19378029	"26553"	1.25677351	"7039"	1.26958022	
"19007"	"11184"	0.28582428	"8184"	0.31746415	"18793"	0.36196673	"16125"	0.38608331	"1491"	0.42663059	
"10224"	"12479"	0.56283794	"3056"	0.60956574	"13064"	0.69242560	"25611"	0.69795928	"20706"	0.79771937	
"16797"	"12681"	0.21279899	"2646"	0.24994022	"26975"	0.25989576	"6970"	0.26034130	"28492"	0.28377843	
"25307"	"11336"	0.46395902	"31163"	0.50630113	"22499"	0.51523308	"29606"	0.54740867	"23053"	0.56317640	
"2194"	"4974"	0.81655486	"28358"	0.93622533	"32313"	0.99747852	"14124"	1.03435994	"7965"	1.09813843	
"22111"	"27314"	0.60827490	"16276"	0.61242088	"14986"	0.75880624	"5430"	0.83704330	"9540"	0.88706227	
"30178"	"7263"	0.27861342	"1266"	0.35364313	"18540"	0.38144687	"2788"	0.46243113	"8917"	0.49384483	
"8837"	"7533"	0.29586471	"25275"	0.36658429	"20706"	0.53060499	"31083"	0.53908271	"1022"	0.56278243	
"7934"	"9533"	0.05591478	"24766"	0.14865992	"31925"	0.25915106	"1944"	0.31942690	"11573"	0.47809520	
"5072"	"21776"	0.35262833	"20091"	0.36470631	"1891"	0.47723208	"29352"	0.49873665	"18110"	0.51609955	
"2279"	"13716"	0.65863418	"30178"	0.74086676	"31684"	0.76827516	"728"	0.94442127	"7263"	1.01948019	
"17731"	"12479"	0.14220531	"10224"	0.42063262	"3056"	0.62849356	"20706"	0.74672277	"20068"	0.75866880	
"15580"	"22499"	0.38876827	"21538"	0.45731581	"8644"	0.49794791	"29606"	0.51508677	"23053"	0.51695019	
